date,close_price,ISIN,issue_date,coupon,maturity_date,selected
1/10/2024,95.35,CA135087J397,7/27/2018,2.250%,6/1/2029,0
1/11/2024,95.14,CA135087J397,7/27/2018,2.250%,6/1/2029,0
1/12/2024,95.42,CA135087J397,7/27/2018,2.250%,6/1/2029,0
1/15/2024,95.44,CA135087J397,7/27/2018,2.250%,6/1/2029,0
1/16/2024,95.36,CA135087J397,7/27/2018,2.250%,6/1/2029,0
1/17/2024,94.49,CA135087J397,7/27/2018,2.250%,6/1/2029,0
1/18/2024,94.28,CA135087J397,7/27/2018,2.250%,6/1/2029,0
1/19/2024,94.22,CA135087J397,7/27/2018,2.250%,6/1/2029,0
1/22/2024,94.27,CA135087J397,7/27/2018,2.250%,6/1/2029,0
1/8/2024,112.417,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/9/2024,112.362,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/10/2024,112.303,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/11/2024,112.104,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/12/2024,112.459,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/15/2024,112.474,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/16/2024,111.89,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/17/2024,111.35,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/18/2024,111.11,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/19/2024,111.05,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/22/2024,111.128,CA135087WL43,2/2/1998,5.750%,6/1/2029,0
1/8/2024,95.05,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/9/2024,95,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/10/2024,94.98,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/11/2024,94.97,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/12/2024,95.13,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/15/2024,95.15,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/16/2024,94.63,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/17/2024,94.12,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/18/2024,93.88,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/19/2024,93.85,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/22/2024,93.9,CA135087N670,3/29/2022,2.250%,12/1/2029,0
1/8/2024,83.404,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/9/2024,83.361,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/10/2024,83.28,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/11/2024,83.07,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/12/2024,83.458,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/15/2024,83.497,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/16/2024,82.87,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/17/2024,82.35,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/18/2024,82.12,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/19/2024,82.1,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/22/2024,82.239,CA135087L443,10/5/2020,0.500%,12/1/2030,0
1/8/2024,88.69,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/9/2024,88.642,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/10/2024,88.532,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/11/2024,88.3,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/12/2024,88.66,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/15/2024,88.69,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/16/2024,88.032,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/17/2024,87.58,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/18/2024,87.23,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/19/2024,87.212,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/22/2024,87.32,CA135087M276,4/26/2021,1.500%,6/1/2031,0
1/8/2024,88.04,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/9/2024,87.99,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/10/2024,87.86,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/11/2024,87.61,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/12/2024,89.98,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/15/2024,88.01,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/16/2024,87.28,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/17/2024,86.82,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/18/2024,86.44,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/19/2024,86.43,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/22/2024,86.56,CA135087N266,10/25/2021,1.500%,12/1/2031,0
1/8/2024,90.881,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/9/2024,90.86,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/10/2024,90.95,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/11/2024,90.62,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/12/2024,91.037,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/15/2024,91.091,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/16/2024,90.24,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/17/2024,89.76,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/18/2024,89.34,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/19/2024,89.32,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/22/2024,89.531,CA135087N597,3/16/2022,2.000%,6/1/2032,0
1/8/2024,94.529,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/9/2024,94.504,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/10/2024,94.337,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/11/2024,93.96,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/12/2024,94.413,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/15/2024,94.46,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/16/2024,93.53,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/17/2024,93.01,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/18/2024,92.58,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/19/2024,92.56,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/22/2024,92.787,CA135087P329,8/8/2022,2.500%,12/1/2032,0
1/8/2024,120.081,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/9/2024,120.044,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/10/2024,119.796,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/11/2024,119.36,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/12/2024,119.891,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/15/2024,119.52,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/16/2024,118.77,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/17/2024,118.14,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/18/2024,117.61,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/19/2024,117.59,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/22/2024,117.858,CA135087XG49,10/15/2001,5.750%,6/1/2033,0
1/8/2024,100.36,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
1/9/2024,100.33,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
1/10/2024,100.04,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
1/11/2024,99.65,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
1/12/2024,100.15,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
1/15/2024,100.21,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
1/16/2024,99.11,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
1/17/2024,98.51,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
1/18/2024,98.07,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
1/19/2024,98.01,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
1/22/2024,98.31,CA135087Q723,6/26/2023,3.250%,12/1/2033,0
